Date,Title,img_path,Caption,Colours,Style,Subject,Keywords,Category,img_alt,Width,Height
2021-04-18,Sydney morning greyscale,Streetcornercafe.jpeg,A relaxed artistic scene featuring a monochromatic architectural sketch of a building with arched windows alongside a finished coffee cup showing latte art residue. The workspace includes art supplies and a sketchbook on a dark surface.,"['Black', 'Grey', 'White', 'Brown (coffee residue)', 'Turquoise blue (water container)', 'Pink (pen accent)']","['Urban sketching', 'Architectural illustration', 'Monochromatic', 'Loose sketch style', 'Quick gestural drawing']","A classical or historical building facade with multiple arched windows and doors, accompanied by a tree, rendered in a loose sketching style with grey tones","['urban sketch', 'architecture', 'coffee', 'art supplies', 'monochrome', 'sketchbook', 'building facade', 'arches', 'watercolor', 'cafe art', 'creative workspace', 'architectural drawing', 'urban art', 'sketching', 'artistic process']",Blog,,340.0,255.0
2021-04-18,Afternoon by the harbour,Ferry.jpeg,"A sketch of a boat or ferry drawn on white paper, accompanied by what appears to be watercolor supplies and a beverage. The drawing shows a multi-deck vessel with windows and a small flag, rendered in grayscale. The sketch pad is placed on what appears to be a granite or stone surface, with a paint brush and two small paint containers visible.","['Grayscale in artwork', 'White (paper)', 'Silver/Chrome (brush)', 'Dark amber (beverage)', 'Reddish-grey (stone surface)']","['Realistic sketch', 'Maritime illustration', 'Monochromatic drawing', 'Loose watercolor technique']","A passenger ferry or tour boat with multiple viewing decks, windows, and a small flag on top, depicted in a maritime scene with suggested water beneath","['boat sketch', 'maritime art', 'ferry drawing', 'nautical illustration', 'watercolor supplies', 'monochrome', 'vessel', 'marine sketch', 'ship drawing', 'artistic process', 'plein air']",Blog,,340.0,255.0
2021-01-24,Clovelly rocks,Couple.jpeg,"A simple pencil sketch showing two people sitting side by side on what appears to be a ledge or platform. The figures are drawn from behind, with one wearing a t-shirt and the other in what looks like a sleeveless top. The sketch uses minimal lines to capture the casual, intimate moment.","['Black', 'Grey', 'White (paper)']","['Quick sketch', 'Minimalist', 'Life drawing', 'Observational drawing', 'Line art']","Two figures sitting together in a quiet moment, viewed from behind. The composition suggests intimacy and companionship through simple body language and positioning.","['sketch', 'drawing', 'figures', 'companionship', 'minimalist', 'black and white', 'line drawing', 'friendship', 'relationship', 'quiet moment', 'sitting', 'back view', 'intimate', 'casual', 'observational']",Blog,,340.0,240.0
2021-01-15,Scribble around Surry,Grocery.jpeg,"A pencil sketch of an urban building facade with multiple windows and architectural details. The drawing shows a commercial or retail building with distinctive features including arched windows, pillars, and what appears to be signage reading 'RETAIL' and other text at the top. A traffic light or signal post is visible on the left side. A red and black Comfortmate Ultra 0.5mm pen is shown at the bottom of the image for scale.","['Grey', 'White', 'Black']","['Urban sketch', 'Architectural drawing', 'Freehand sketch', 'Line drawing']","A street-level view of a commercial building facade with classical architectural elements, including decorated pillars, multiple windows, and street infrastructure","['architecture', 'urban sketch', 'building facade', 'storefront', 'retail building', 'street scene', 'pencil drawing', 'architectural detail', 'windows', 'pillars', 'commercial building', 'street view']",Blog,,340.0,255.0
2020-12-19,Some head studies,Cue.jpeg,"A sketchbook opened to display two portrait sketches drawn in a quick, gestural style. The left sketch shows a front-facing portrait with defined facial features, while the right sketch shows a profile view. Both are drawn with loose, confident line work on white paper.","['Black', 'White', 'Off-white paper', 'Subtle grey from pen pressure variations']","['Gestural sketch', 'Quick study', 'Linear drawing', 'Minimalist', 'Contemporary sketching', 'Life drawing']",Two head studies showing different angles - one frontal view and one profile view. The sketches appear to be quick observational studies focusing on capturing basic form and expression.,"['sketch', 'portrait', 'head study', 'line drawing', 'gestural', 'sketchbook', 'ink drawing', 'profile', 'frontal view', 'quick study', 'character sketch', 'anatomical study']",Blog,,340.0,255.0
2020-10-31,A bar in the time of covid,53DAF7A4-8DEB-403E-B082-51E949B9EB8A_1_105_c.jpeg,"A pencil sketch of an interior space showing a hallway or room with an arched doorway at the far end. The space contains several desks or tables with stools arranged in a classroom-like setting. The walls appear to have circular details or windows, and there are strong perspective lines in the ceiling structure.","['Greyscale', 'Light grey', 'Medium grey', 'White (paper)', 'Various graphite shading tones']","['Architectural sketch', 'Perspective drawing', 'Freehand drawing', 'Interior illustration', 'Observational drawing']","An interior architectural space, possibly a classroom, studio, or educational setting, drawn with attention to perspective and spatial relationships. The drawing emphasizes architectural elements like the arched doorway, ceiling beams, and furniture arrangement.","['architectural sketch', 'interior drawing', 'perspective', 'classroom', 'furniture', 'arch', 'desks', 'stools', 'hallway', 'ceiling beams', 'spatial design', 'graphite drawing', 'architectural interior', 'educational space', 'room layout']",Blog,,340.0,453.0
2020-10-24,Side eye,2020-10-25-08.17.46.jpg,"A monochromatic watercolor portrait in shades of blue showing a profile view of a figure with a full beard. The artwork uses a loose, impressionistic style with careful attention to light and shadow, creating depth through varying intensities of blue watercolor.","['Prussian blue', 'Cerulean blue', 'White (paper)', 'Light blue', 'Navy blue']","['Impressionistic', 'Loose watercolor', 'Monochromatic', 'Contemporary portrait', 'Gestural']","A side profile portrait rendered in blue watercolor, featuring distinctive facial hair and a contemplative expression. The composition focuses on the head and shoulders, with the figure appearing to emerge from the white of the paper through careful application of blue washes.","['watercolor', 'monochromatic', 'portrait', 'profile', 'beard', 'blue', 'impressionist', 'loose style', 'classical', 'study', 'contemplative', 'minimal']",Blog,,340.0,453.0
2020-10-23,Portrait of the artist,Arteest.jpeg,"A monochromatic watercolor portrait depicting a figure wearing a traditional hat and sporting a full beard. The artwork has a classical style with dark, brooding tones and shows the subject in a three-quarter view against a plain background.","['Black', 'Various shades of grey', 'White (paper)', 'Monochromatic palette']","['Classical portrait', 'Watercolor painting', 'Monochromatic study', 'Traditional portraiture', 'Loose brush technique']","A portrait study featuring a bearded figure in historical dress, wearing a wide-brimmed hat and what appears to be a dark coat or cloak. The style and attire suggest this may be inspired by Renaissance or classical portraiture.","['watercolor', 'monochrome', 'portrait', 'historical', 'beard', 'hat', 'classical', 'renaissance', 'sketch', 'traditional art', 'black and white', 'study', 'period costume']",Blog,,340.0,453.0
2020-10-11,Keeeels,keels.jpeg,"A grayscale portrait sketch on white paper, accompanied by an ArtGraf graphite tin and a water brush. The sketch shows a face with distinctive features rendered in a loose, expressive style","['Black', 'Grey', 'White', 'Various grayscale tones']","Contemporary sketch portrait with water-soluble media, showing characteristics of loose gestural drawing with a somewhat expressionistic approach","A portrait sketch showing the face and upper shoulders, characterized by strong tonal contrasts and expressive mark-making","['Portrait', 'Sketch', 'Water-soluble graphite', 'ArtGraf', 'Monochrome', 'Drawing', 'Gestural', 'Expressive', 'Contemporary art', 'Works on paper']",Blog,,340.0,255.0
2020-10-04,How do you draw desert,Abdulrahmansroom.jpeg,"A sketch showing a view of the Egyptian pyramids from what appears to be a window or balcony perspective. The drawing includes architectural details of the window frame and shutters in the foreground, with the iconic pyramids of Giza visible in the background across an urban landscape.","['Black', 'Grey', 'White', 'Sepia tones']","Urban sketching/Architectural illustration with a monochromatic palette, featuring realistic perspective and shading techniques","A window view of the Pyramids of Giza from what appears to be a Cairo building, capturing both architectural elements and historical monuments in one composition","['Pyramids', 'Egypt', 'Urban sketch', 'Architecture', 'Window view', 'Perspective drawing', 'Monochrome', 'Travel art', 'Historical monuments', 'Landscape', 'Urban scene', 'Architectural detail', 'Giza', 'Cairo', 'Sketchbook art']",Blog,,340.0,255.0
2020-10-02,Annas window,Annaswindow-2.jpeg,"A black and white watercolor sketch depicting three potted plants on what appears to be a windowsill. The plants include one with tall, sword-like leaves, another with small round clustered forms, and a third with broader leaves. The composition is simple and architectural, with strong vertical elements suggesting a window frame.","['Black', 'Grey (various tones)', 'White (paper)', 'Monochromatic palette']","['Minimalist', 'Botanical sketch', 'Loose watercolor', 'Contemporary', 'Observational drawing']","Indoor potted plants in a domestic setting, likely on a windowsill, captured in a casual, observational style. The composition shows three different types of houseplants with varying leaf shapes and sizes.","['houseplants', 'botanical art', 'watercolor', 'monochrome', 'sketch', 'indoor plants', 'windowsill', 'potted plants', 'minimalist', 'black and white', 'nature study', 'domestic scene']",Blog,,340.0,255.0
